rep,metric,category,inf_cat_total,pop_cat_total
658,inf,High,19645836.97182792,80214477.11621094
658,inf,Moderate,12100901.628810916,75038089.16235352
658,inf,Mild,796401.5937746329,7346504.341835007
659,inf,High,22199120.59725859,73360515.71582031
659,inf,Moderate,9003177.668797852,76779226.68969727
659,inf,Mild,423840.1656337131,12459328.214881882
66,inf,High,16843011.868221253,82026896.03515625
66,inf,Moderate,10229154.822376017,73605076.65673828
66,inf,Mild,732268.5299384262,6967097.928504929
660,inf,High,15657898.682651922,79311494.20947266
660,inf,Moderate,6110499.838539774,74070658.63623047
660,inf,Mild,394183.7011938765,9216917.774696335
661,inf,High,15206667.3195132,79245810.2890625
661,inf,Moderate,8781801.252203604,76321654.203125
661,inf,Mild,591135.3612223953,7031606.12821196
662,inf,High,24456253.983699583,74722688.0859375
662,inf,Moderate,9171071.312850572,75934854.64746094
662,inf,Mild,486309.9743798342,11941527.887001023
663,inf,High,16389228.190093061,81389858.94921875
663,inf,Moderate,9652781.267099477,72955466.43139648
663,inf,Mild,626922.7581999499,8253745.239784226
664,inf,High,12992533.498709409,69684152.35107422
664,inf,Moderate,5102790.140835164,80810718.59576416
664,inf,Mild,248282.1217608597,12104199.673561081
665,inf,High,15348577.490078548,83638252.85839844
665,inf,Moderate,9024020.596787374,72349057.56811523
665,inf,Mild,631643.346473,6611760.193885788
666,inf,High,17491551.3390668,78792085.52734375
666,inf,Moderate,8984825.043099461,74675065.42346191
666,inf,Mild,569047.6579076702,9131919.669593796
667,inf,High,26446654.901361167,79586406.80175781
667,inf,Moderate,15830371.210263599,75160115.3684082
667,inf,Mild,1035758.3659268579,7852548.450233445
668,inf,High,13113518.967740782,76713967.060546875
668,inf,Moderate,5121154.719992768,74749543.21832275
668,inf,Mild,266090.6865951399,11135560.341529831
669,inf,High,19948542.546784468,78570016.51660156
669,inf,Moderate,12012546.794138804,75575391.70947266
669,inf,Mild,853059.6377127666,8453662.394325241
67,inf,High,14659431.094624037,78155934.369140625
67,inf,Moderate,6834789.711084192,74452493.52575684
67,inf,Mild,435225.485333902,9990642.725502
670,inf,High,13796398.848245762,72123225.076171875
670,inf,Moderate,4064216.0513901454,76469096.48156738
670,inf,Mild,221848.2412340963,14006749.062660202
671,inf,High,16973154.90135266,76680592.66357422
671,inf,Moderate,7527742.960002252,74848676.21728516
671,inf,Mild,446953.1923670477,11069801.739540085
672,inf,High,19771445.52158983,76569197.60546875
672,inf,Moderate,8721459.476418298,75857752.00915527
672,inf,Mild,518895.6074510408,10172121.005775437
673,inf,High,16372797.223979434,84698351.654296875
673,inf,Moderate,10561439.554852294,71796108.88183594
673,inf,Mild,800793.0209625224,6104610.084266648
674,inf,High,18568815.59455371,70737149.6352539
674,inf,Moderate,6918117.323779464,79154856.01348877
674,inf,Mild,360239.75080134074,12707064.971656784
675,inf,High,17811171.64596864,77842799.50732422
675,inf,Moderate,6962241.308092286,74797292.52416992
675,inf,Mild,444008.7387934035,9958978.58890532
676,inf,High,13753840.04131144,78385326
676,inf,Moderate,7209799.688902712,76054509.08459473
676,inf,Mild,505542.03912333143,8159235.535804734
677,inf,High,16868373.53875099,79461596.65527344
677,inf,Moderate,8644447.000629485,74751787.36071777
677,inf,Mild,571494.6959124309,8385686.604408249
678,inf,High,22501197.626217864,85373965.0234375
678,inf,Moderate,14075521.106912043,71213137.83251953
678,inf,Mild,1072337.9699721416,6011967.764442429
679,inf,High,20460868.567152757,82908469.70214844
679,inf,Moderate,11415575.141222259,72210503.54736328
679,inf,Mild,813237.5840143036,7480097.370887741
68,inf,High,19058897.476152826,79960897.6640625
68,inf,Moderate,10237316.776733818,74600205.83325195
68,inf,Mild,711847.6769563899,8037967.123085007
680,inf,High,22820836.861458726,85405095.82714844
680,inf,Moderate,15382909.702214397,71444571.724609375
680,inf,Mild,1150762.4333595424,5749403.068641648
681,inf,High,21816572.504236177,79401307.900390625
681,inf,Moderate,11424797.744525947,74360962.72802734
681,inf,Mild,717567.7004204486,8836799.991981491
682,inf,High,16048229.734418364,81140646.20703125
682,inf,Moderate,9287282.731048448,73914318.90942383
682,inf,Mild,674200.8397546151,7544105.503944382
683,inf,High,19982128.64393899,77147321.126953125
683,inf,Moderate,9580334.00457525,75797400.7244873
683,inf,Mild,629612.7291134078,9654348.76895903
684,inf,High,15157477.630312126,77203653.57763672
684,inf,Moderate,6086201.549249912,73326192.45727539
684,inf,Mild,349827.0356696401,12069224.58548735
685,inf,High,18792879.277137607,78692242.03613281
685,inf,Moderate,10201495.719555458,75394373.9765625
685,inf,Mild,723477.0543429779,8512454.607704148
686,inf,High,22511542.828066405,77995707.701171875
686,inf,Moderate,11992722.518105026,75713566.34057617
686,inf,Mild,767838.7166489497,8889796.578651413
687,inf,High,23326234.535334073,75585708.74707031
687,inf,Moderate,9603016.397261672,77705406.1459961
687,inf,Mild,529291.4129419969,9307955.727333054
688,inf,High,13767839.860146651,79202411.990234375
688,inf,Moderate,7468963.271990207,74171197.53723145
688,inf,Mild,507304.2330833351,9225461.09293364
689,inf,High,16512264.455920799,81165482.62792969
689,inf,Moderate,7420473.486165264,72976159.6147461
689,inf,Mild,516691.79097066296,8457428.377723679
69,inf,High,21355978.058971908,77379837.57714844
69,inf,Moderate,8706459.39087701,74222240.5501709
69,inf,Mild,532709.6848574585,10996992.493080124
690,inf,High,15935057.721470574,76707048.73535156
690,inf,Moderate,8939720.753366336,76320118.88769531
690,inf,Mild,629955.8998672117,9571902.997352585
691,inf,High,21689109.584122747,83502275.15917969
691,inf,Moderate,11151642.6046113,71953336.40917969
691,inf,Mild,756573.8067198559,7143459.052040085
692,inf,High,16373933.302900217,81973955.08203125
692,inf,Moderate,8605376.838532878,72730213.69262695
692,inf,Mild,614317.7280844653,7894901.845741257
693,inf,High,17395616.64199209,81537290.556640625
693,inf,Moderate,9530136.514576908,73913417.83959961
693,inf,Mild,670182.4657931202,7148362.224159226
694,inf,High,20586134.957583737,76417731.83496094
694,inf,Moderate,8185275.158721144,75758638.9005127
694,inf,Mild,442155.0209386457,10422699.884925827
695,inf,High,16881147.38653706,82099293.27636719
695,inf,Moderate,9055361.657462204,72736522.01269531
695,inf,Mild,675288.0281704237,7763255.33133696
696,inf,High,14763070.48479155,81496988.03515625
696,inf,Moderate,7359821.805244811,73394937.2565918
696,inf,Mild,488131.5736959954,7707145.328651413
697,inf,High,17525842.433853544,78514635.859375
697,inf,Moderate,9375957.44679294,75955347.60131836
697,inf,Mild,551640.2222113257,8129087.159706101
698,inf,High,18394346.728318717,83032155.49511719
698,inf,Moderate,11927244.370960727,73461432.7553711
698,inf,Mild,839695.2597814553,6105482.369911179
699,inf,High,19247688.211415187,78627894.0180664
699,inf,Moderate,10084882.221488487,75685319.4165039
699,inf,Mild,688235.4331898534,8285857.185829148
7,inf,High,21583824.52978376,81983024.05957031
7,inf,Moderate,11714299.966885053,72828130.92456055
7,inf,Mild,792054.897966593,7787915.636268601
70,inf,High,16028326.947436891,77389295.43457031
70,inf,Moderate,9104070.811969241,76700734.18395996
70,inf,Mild,643552.4049664295,8509041.001869187
700,inf,High,20493755.788589392,75969935.89111328
700,inf,Moderate,8091914.853095493,76784007.19799805
700,inf,Mild,545852.6187639141,9845127.531288132
701,inf,High,21834141.54149314,78690838.92480469
701,inf,Moderate,9287113.749567244,73777968.65966797
701,inf,Mild,569791.2486993207,10130263.035926804
702,inf,High,19992151.347562067,75402413.87109375
702,inf,Moderate,7642656.015200775,75888439.57885742
702,inf,Mild,366842.68222528306,11308217.170448288
703,inf,High,14821123.092176355,76074037.41064453
703,inf,Moderate,5127309.983419735,74961758.44146729
703,inf,Mild,291540.5194390407,11563274.768287644
704,inf,High,19483328.627651945,71819771.60791016
704,inf,Moderate,7331816.598130314,77494676.93182373
704,inf,Mild,307002.55913446186,13284622.080665573
705,inf,High,28654279.642852772,81086397.43066406
705,inf,Moderate,14950429.860533373,72807154.23901367
705,inf,Mild,936815.65771792,8705518.950721726
706,inf,High,23687766.875954725,80312208.80957031
706,inf,Moderate,12254621.19500331,74776414.43286133
706,inf,Mild,835779.59567255,7510447.37796782
707,inf,High,17001007.18909862,79935328.18457031
707,inf,Moderate,9467022.412266618,75394323.95336914
707,inf,Mild,592608.1792544716,7269418.482460007
708,inf,High,24150037.101968218,84148541.92578125
708,inf,Moderate,15422082.349649334,72446156.36279297
708,inf,Mild,1060323.3019425543,6004372.331825241
709,inf,High,12318198.88566438,76975145.19042969
709,inf,Moderate,5795261.351431136,76704345.70458984
709,inf,Mild,363482.92162759043,8919579.725379929
71,inf,High,22241332.92434993,83139971.21386719
71,inf,Moderate,13722933.228236737,73117776.78295898
71,inf,Mild,1031172.7505515971,6341322.623573288
710,inf,High,15021117.04878317,80657814.626953125
710,inf,Moderate,7159267.763420094,73776324.58996582
710,inf,Mild,422773.9403309217,8164931.403480515
711,inf,High,17155913.394712377,75421547.23046875
711,inf,Moderate,8155424.02902631,76931281.78222656
711,inf,Mild,530580.2202024093,10246241.607704148
712,inf,High,20813873.51137664,80356885.025390625
712,inf,Moderate,10872518.654468266,73665504.54577637
712,inf,Mild,735494.0596020039,8576681.049232468
713,inf,High,21764017.75137152,71194260.99902344
713,inf,Moderate,8271754.672917164,78440748.38769531
713,inf,Mild,434945.4805969914,12964061.23368071
714,inf,High,20194872.89179048,79836407.068359375
714,inf,Moderate,9815334.374783339,74674298.63623047
714,inf,Mild,578504.4921754163,8088364.915809616
715,inf,High,16044693.87231184,69633512.37548828
715,inf,Moderate,5833021.9221419385,80008065.25140381
715,inf,Mild,305535.73715498485,12957492.99350737
716,inf,High,16574243.384538325,76254984.5546875
716,inf,Moderate,7070687.601723367,75321996.84655762
716,inf,Mild,428190.34539556736,11022089.219154343
717,inf,High,17172569.545290545,78443252.26513672
717,inf,Moderate,8050844.969273308,75551123.83227539
717,inf,Mild,469120.4827437981,8604694.52298735
718,inf,High,19632773.88683687,73258717.76220703
718,inf,Moderate,6813706.51101519,74529591.06829834
718,inf,Mild,338248.90407806553,14810761.78989409
719,inf,High,17396004.50153761,82049554.46582031
719,inf,Moderate,10273845.107420826,73452168.37524414
719,inf,Mild,707759.1607166346,7097347.779335007
72,inf,High,14181328.603651099,68888877.3581543
72,inf,Moderate,2910346.9988235817,76151187.24710083
72,inf,Mild,91511.59102855965,17559006.015144333
720,inf,High,22122244.865938675,75487956.24316406
720,inf,Moderate,8933314.412639908,75371914.35498047
720,inf,Mild,465964.3824217101,11739200.022254929
721,inf,High,24496951.020754825,78781331.12890625
721,inf,Moderate,14532955.87032764,76282792.82373047
721,inf,Mild,1085490.2642237078,7534946.667762741
722,inf,High,19436722.371532522,79419522.361328125
722,inf,Moderate,11649300.842364727,75081998.54736328
722,inf,Mild,748511.1319580417,8097549.711708054
723,inf,High,18926309.47857944,76607793.55175781
723,inf,Moderate,8598024.842397356,76845711.87487793
723,inf,Mild,480292.9186417781,9145565.193763718
724,inf,High,18416108.368415326,77857528.98339844
724,inf,Moderate,9100395.14804132,74765430.07995605
724,inf,Mild,538088.4445595518,9976111.557044968
725,inf,High,19277041.08930625,79296901.89550781
725,inf,Moderate,8978031.459505199,73802490.0892334
725,inf,Mild,537526.692684043,9499678.63565825
726,inf,High,26734939.7322038,78988065.26464844
726,inf,Moderate,12627531.562975518,73844146.45080566
726,inf,Mild,914073.0564818091,9766858.904945359
727,inf,High,26310580.00051589,74094950.361328125
727,inf,Moderate,9505440.953477567,73440738.06524658
727,inf,Mild,511877.2927005769,15063382.193824753
728,inf,High,20271730.052799016,77102998.83642578
728,inf,Moderate,8925362.423723722,75904550.73522949
728,inf,Mild,449799.69043567305,9591521.048744187
729,inf,High,15049729.57087908,81010010.60839844
729,inf,Moderate,9014715.581929998,74851824.6105957
729,inf,Mild,587423.05044568,6737235.40140532
73,inf,High,20166375.292549897,81480642.53027344
73,inf,Moderate,11342883.435175873,73385051.62573242
73,inf,Mild,861250.9224557956,7733376.464393601
730,inf,High,9815869.292373512,74771957.4350586
730,inf,Moderate,3099381.02858623,74301637.40698242
730,inf,Mild,158496.53129863652,13525475.778358445
731,inf,High,15120722.428330861,79140360.10058594
731,inf,Moderate,6845771.588689901,75120920.63574219
731,inf,Mild,397992.17207219894,8337789.884071335
732,inf,High,21411770.846937474,76704562.47265625
732,inf,Moderate,9028910.840210652,75679268.515625
732,inf,Mild,567898.3589258124,10215239.63211821
733,inf,High,15775975.617647976,73450054.23291016
733,inf,Moderate,4711110.512571562,77261817.68908691
733,inf,Mild,199011.59862603038,11887198.69840239
734,inf,High,18697643.537257265,78022349.76464844
734,inf,Moderate,9260987.52279176,74884621.31665039
734,inf,Mild,562886.7225744266,9692099.539100632
735,inf,High,20358608.295314576,73981213.64941406
735,inf,Moderate,10076902.877683235,76646303.09375
735,inf,Mild,529774.9186143219,11971553.877235398
736,inf,High,22082001.786119662,79866481.23828125
736,inf,Moderate,9610362.41756164,73736542.22485352
736,inf,Mild,560926.213940977,8996047.157264695
737,inf,High,16765227.120650882,79526674.3046875
737,inf,Moderate,7086567.066457641,74869579.15454102
737,inf,Mild,432798.5997274536,8202817.161170945
738,inf,High,19558000.45975268,84662447.14746094
738,inf,Moderate,13091601.504839413,71935609.36669922
738,inf,Mild,1009264.3836888045,6001014.106239304
739,inf,High,20590720.773032945,80024482
739,inf,Moderate,9477936.908638889,74261445.6619873
739,inf,Mild,748624.7774088691,8313142.9584121555
74,inf,High,18393905.140498355,81443721.91894531
74,inf,Moderate,9897950.091325108,73988697.01879883
74,inf,Mild,706322.7384134679,7166651.68265532
740,inf,High,20733663.896256395,77883772.1953125
740,inf,Moderate,10146824.708527073,75284659.677734375
740,inf,Mild,652999.2506161189,9430638.747352585
741,inf,High,17348596.125642017,80872696.41796875
741,inf,Moderate,9803750.051201575,74244554.80297852
741,inf,Mild,658037.905384941,7481819.399452195
742,inf,High,23809303.110974938,80858813.32519531
742,inf,Moderate,13684352.020997697,73332047.70263672
742,inf,Mild,940976.1117430816,8408209.592567429
743,inf,High,19860783.94010909,81043842.38964844
743,inf,Moderate,12816733.265234414,74112452.86254883
743,inf,Mild,920445.5117329524,7442775.368202195
744,inf,High,21846398.97958571,80473479.07421875
744,inf,Moderate,11859254.661989054,74549909.38305664
744,inf,Mild,810717.8548788017,7575682.16312407
745,inf,High,22409152.39034364,80422979.84277344
745,inf,Moderate,13026618.848194271,74525033.4921875
745,inf,Mild,912901.5761068474,7651057.285438523
746,inf,High,15739434.314774035,81152149.505859375
746,inf,Moderate,9176202.868131818,74088309.72827148
746,inf,Mild,671211.9411996071,7358611.386268601
747,inf,High,16757484.889148457,76877845.158203125
747,inf,Moderate,6304883.326059975,76195844.16870117
747,inf,Mild,345392.68496486405,9525381.293495163
748,inf,High,15119715.398737518,76996287.3334961
748,inf,Moderate,6842206.191661894,75134303.95581055
748,inf,Mild,490132.9944628144,10468479.33109282
749,inf,High,18651770.57596842,75793098.21142578
749,inf,Moderate,7009600.643036768,76786267.34875488
749,inf,Mild,326683.51677338826,10019705.060218796
75,inf,High,18688993.684436068,73554349.6953125
75,inf,Moderate,9335813.22407628,77610180.26147461
75,inf,Mild,606246.9434107463,11434540.66361235
750,inf,High,24158472.799231857,77264758.21582031
750,inf,Moderate,11867234.01358636,76586328.48583984
750,inf,Mild,689777.302240425,8747983.918739304
751,inf,High,23800753.75583223,80877986.0078125
751,inf,Moderate,12192204.342589684,73160058.68188477
751,inf,Mild,784873.9314335423,8561025.930702195
752,inf,High,21863605.776746746,77507499.322265625
752,inf,Moderate,9591132.247352965,75350917.75732422
752,inf,Mild,663281.527253926,9740653.540809616
753,inf,High,14918645.063688017,71444676.31298828
753,inf,Moderate,5114498.91581275,78455175.99438477
753,inf,Mild,225200.7703965465,12699218.313026413
754,inf,High,19649957.461082518,86764586.087890625
754,inf,Moderate,12340841.671312094,69943551.00292969
754,inf,Mild,913929.2076154477,5890933.529579148
755,inf,High,17706033.764275085,80700252.23730469
